tenure,age,address,income,retire,voice,internet,forward,churn,region_Zone 2,region_Zone 3,marital_Unmarried,ed_Did not complete high school,ed_High school degree,ed_Post-undergraduate degree,ed_Some college,gender_Male,custcat_E-service,custcat_Plus service,custcat_Total service,monthly_revenue,CLV
17,42,6,131,0,0,1,0,1,False,False,False,False,False,True,False,True,True,False,False,10916.666666666666,123982.9642726001
19,29,9,18,0,0,1,1,1,False,True,False,False,True,False,False,True,False,False,False,1500.0,17035.82715196032
58,36,10,38,0,0,0,0,0,True,False,True,False,True,False,False,False,True,False,False,3166.6666666666665,35964.52398747178
22,23,3,37,0,1,1,0,0,False,True,True,False,True,False,False,False,False,False,True,3083.3333333333335,35018.08914569622
29,31,1,60,0,0,1,0,1,True,False,False,False,False,False,False,True,True,False,False,5000.0,56786.09050653439
14,22,2,13,0,0,1,0,1,False,True,False,False,False,False,True,False,True,False,False,1083.3333333333333,12303.652943082452
70,64,18,98,0,1,0,1,0,True,False,False,True,False,False,False,False,False,False,True,8166.666666666667,92750.6144940062
62,52,2,195,0,0,0,1,1,False,False,False,True,False,False,False,True,False,True,False,16250.0,184554.79414623676
7,35,0,47,0,0,0,0,1,True,False,False,True,False,False,False,True,False,False,False,3916.6666666666665,44482.437563451946
56,47,19,65,0,1,0,1,0,False,False,False,False,True,False,False,True,False,False,True,5416.666666666667,61518.26471541227
50,50,22,150,0,1,1,1,1,False,False,False,False,False,True,False,False,True,False,False,12500.0,141965.226266336
57,39,6,106,0,0,0,1,0,True,False,True,False,False,True,False,True,False,True,False,8833.333333333334,100322.09322821077
2,40,19,51,0,1,1,0,0,False,True,True,False,False,False,False,False,False,False,False,4250.0,48268.17693055424
40,38,17,96,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,8000.0,90857.74481045504
6,43,4,33,0,0,0,1,0,True,False,True,False,False,True,False,True,False,True,False,2750.0,31232.349778593918
23,25,6,38,0,0,0,1,0,False,True,False,False,True,False,False,False,False,True,False,3166.6666666666665,35964.52398747178
11,32,6,125,0,1,1,1,1,False,True,True,False,False,False,False,True,False,False,True,10416.666666666666,118304.35522194665
29,37,13,145,0,1,1,1,0,False,False,False,False,False,True,False,False,False,False,True,12083.333333333334,137233.05205745812
42,44,2,99,0,0,0,0,0,False,False,False,False,True,False,False,True,False,True,False,8250.0,93697.04933578176
20,34,2,22,0,0,1,1,0,False,False,False,False,False,False,False,False,False,False,True,1833.3333333333333,20821.56651906261
72,60,21,31,1,0,0,0,0,True,False,False,True,False,False,False,True,True,False,False,2583.3333333333335,29339.48009504277
2,36,3,25,0,0,0,1,0,False,False,True,True,False,False,False,False,False,True,False,2083.3333333333335,23660.871044389336
46,25,5,57,0,0,1,1,0,False,True,True,False,False,True,False,False,False,False,False,4750.0,53946.78598120768
39,51,21,41,0,1,1,1,0,True,False,False,False,False,True,False,True,False,False,True,3416.6666666666665,38803.8285127985
24,25,1,20,0,0,1,1,1,False,True,False,False,False,False,True,False,True,False,False,1666.6666666666667,18928.696835511466
59,43,4,101,0,0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,8416.666666666666,95589.91901933288
65,37,8,56,0,0,0,0,0,False,False,True,False,True,False,False,True,True,False,False,4666.666666666667,53000.35113943212
50,27,5,22,0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,1833.3333333333333,20821.56651906261
57,37,11,108,0,0,1,0,0,False,False,True,False,False,False,False,False,False,True,False,9000.0,102214.9629117619
61,48,14,115,0,1,1,1,0,False,True,True,False,False,False,False,False,False,False,True,9583.333333333334,108840.00680419093
34,54,31,53,0,1,1,1,0,False,True,True,False,False,False,False,True,False,False,True,4416.666666666667,50161.046614105384
38,53,13,242,0,1,0,1,0,False,True,True,False,False,False,False,True,False,False,True,20166.666666666668,229037.23170968873
3,24,2,20,0,1,1,0,0,False,False,False,False,True,False,False,False,False,True,False,1666.6666666666667,18928.696835511466
4,47,5,123,0,0,1,1,0,True,False,True,False,False,False,False,True,False,False,False,10250.0,116411.4855383955
15,35,0,34,0,0,0,0,0,True,False,True,True,False,False,False,True,False,False,False,2833.3333333333335,32178.784620369493
25,29,8,31,0,0,1,0,1,False,False,False,False,False,False,False,False,True,False,False,2583.3333333333335,29339.48009504277
21,44,25,47,0,0,0,1,0,False,True,True,True,False,False,False,False,False,True,False,3916.6666666666665,44482.437563451946
50,37,11,48,0,0,0,1,0,False,True,False,False,False,False,True,False,False,True,False,4000.0,45428.87240522752
65,64,22,13,1,0,0,1,0,True,False,False,False,True,False,False,False,False,True,False,1083.3333333333333,12303.652943082452
59,52,18,78,0,0,0,0,0,True,False,False,True,False,False,False,True,False,False,False,6500.0,73821.91765849471
29,26,7,34,0,0,0,0,0,False,True,True,True,False,False,False,False,False,True,False,2833.3333333333335,32178.784620369493
60,46,17,81,0,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,6750.0,76661.22218382143
71,45,14,86,0,0,1,0,0,False,False,False,False,True,False,False,True,True,False,False,7166.666666666667,81393.3963926993
38,27,0,26,0,1,1,1,1,False,True,False,False,False,False,False,True,False,False,True,2166.6666666666665,24607.305886164904
16,34,5,51,0,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,4250.0,48268.17693055424
7,31,10,59,0,1,0,0,0,False,True,True,False,False,False,True,True,False,False,False,4916.666666666667,55839.65566475883
59,53,21,112,0,0,1,0,1,False,False,True,False,False,False,False,True,True,False,False,9333.333333333334,106000.70227886424
22,56,14,57,0,1,1,1,0,True,False,False,False,False,False,False,True,False,False,True,4750.0,53946.78598120768
18,48,20,41,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,3416.6666666666665,38803.8285127985
64,46,19,168,0,1,1,1,0,True,False,False,False,True,False,False,False,False,False,True,14000.0,159001.05341829633
7,33,4,29,0,0,1,0,1,True,False,True,False,False,False,False,False,False,False,False,2416.6666666666665,27446.610411491623
65,58,13,167,0,0,0,0,0,False,True,True,False,True,False,False,False,True,False,False,13916.666666666666,158054.61857652073
7,24,5,29,0,0,1,0,1,False,True,True,False,True,False,False,True,False,False,False,2416.6666666666665,27446.610411491623
64,55,28,104,0,0,0,0,0,False,False,True,True,False,False,False,False,False,True,False,8666.666666666666,98429.22354465962
42,22,0,46,0,1,1,1,1,False,True,False,False,False,False,False,True,False,False,True,3833.3333333333335,43536.00272167638
33,26,5,46,0,0,1,1,0,False,True,True,False,False,False,False,False,False,False,True,3833.3333333333335,43536.00272167638
3,33,8,51,0,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,4250.0,48268.17693055424
69,42,11,65,0,1,1,1,0,True,False,False,False,True,False,False,True,False,False,True,5416.666666666667,61518.26471541227
9,33,1,48,0,0,0,0,0,True,False,True,False,True,False,False,True,False,False,False,4000.0,45428.87240522752
22,34,1,46,0,0,1,0,0,False,True,False,False,False,False,True,True,True,False,False,3833.3333333333335,43536.00272167638
53,63,15,43,0,0,1,0,0,True,False,False,False,True,False,False,True,True,False,False,3583.3333333333335,40696.69819634965
71,53,30,110,0,0,0,0,0,False,True,True,True,False,False,False,True,True,False,False,9166.666666666666,104107.83259531307
24,26,2,32,0,0,0,0,0,False,True,True,False,False,False,True,True,False,False,False,2666.6666666666665,30285.914936818343
12,22,1,18,0,0,1,0,0,False,True,False,False,False,False,True,False,False,False,False,1500.0,17035.82715196032
25,39,1,26,0,1,1,0,1,False,False,False,False,False,False,False,True,True,False,False,2166.6666666666665,24607.305886164904
63,28,9,34,0,1,0,1,0,False,True,False,False,True,False,False,False,False,True,False,2833.3333333333335,32178.784620369493
33,54,18,57,0,0,1,1,1,False,False,False,False,False,False,False,False,False,True,False,4750.0,53946.78598120768
57,54,20,21,0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,1750.0,19875.13167728704
13,33,7,38,0,1,1,1,0,False,True,True,False,False,False,True,False,False,False,True,3166.6666666666665,35964.52398747178
13,21,2,19,0,0,1,0,1,False,False,True,False,False,False,True,False,True,False,False,1583.3333333333333,17982.26199373589
71,39,2,40,0,1,0,0,0,False,False,True,False,False,False,True,True,False,True,False,3333.3333333333335,37857.39367102293
18,69,11,58,0,1,1,1,0,False,True,False,False,False,False,True,True,False,False,True,4833.333333333333,54893.22082298325
17,51,10,95,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,7916.666666666667,89911.30996867947
22,43,4,114,0,0,0,0,0,True,False,True,False,True,False,False,True,False,False,False,9500.0,107893.57196241536
65,65,27,128,0,0,0,1,0,True,False,False,False,False,False,True,True,False,True,False,10666.666666666666,121143.65974727337
7,40,9,33,0,0,1,0,0,False,True,True,False,False,False,False,False,False,False,False,2750.0,31232.349778593918
72,66,30,460,0,1,1,1,0,False,True,True,False,False,False,False,False,False,False,True,38333.333333333336,435360.0272167637
35,43,12,224,0,0,0,0,0,False,False,True,False,False,False,True,True,False,False,False,18666.666666666668,212001.40455772847
24,39,2,122,0,0,1,1,0,False,False,True,False,False,False,False,True,False,False,True,10166.666666666666,115465.05069661993
64,24,0,23,0,0,1,0,0,False,False,False,False,False,False,True,False,True,False,False,1916.6666666666667,21768.00136083819
63,63,19,191,0,0,0,0,0,True,False,False,False,False,False,True,True,True,False,False,15916.666666666666,180769.0547791345
38,31,7,187,0,1,0,1,1,False,False,False,False,False,False,False,True,False,False,True,15583.333333333334,176983.31541203219
29,37,9,119,0,0,0,0,0,True,False,False,False,False,False,True,True,False,False,False,9916.666666666666,112625.74617129323
72,69,49,44,1,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,3666.6666666666665,41643.13303812522
10,27,2,15,0,1,1,1,1,False,False,False,False,False,False,True,False,False,False,True,1250.0,14196.522626633598
72,64,41,674,0,1,0,1,0,False,True,True,False,False,False,False,False,False,True,False,56166.666666666664,637897.0833567365
52,23,4,33,0,0,0,1,0,False,True,False,False,False,False,False,False,False,True,False,2750.0,31232.349778593918
13,55,3,250,0,0,0,0,0,False,True,True,False,True,False,False,False,False,False,False,20833.333333333332,236608.7104438933
3,33,6,64,0,0,0,0,1,False,False,True,False,False,False,False,True,False,False,False,5333.333333333333,60571.829873636685
39,24,2,26,0,0,0,0,1,False,True,False,False,True,False,False,True,False,False,False,2166.6666666666665,24607.305886164904
28,29,4,23,0,0,1,1,0,True,False,True,False,False,False,True,True,True,False,False,1916.6666666666667,21768.00136083819
46,42,9,52,0,0,0,0,0,True,False,True,False,False,False,False,True,True,False,False,4333.333333333333,49214.61177232981
62,46,27,200,0,0,0,0,0,True,False,True,False,False,False,True,False,False,False,False,16666.666666666668,189286.9683551147
23,33,7,28,0,0,0,1,0,True,False,False,True,False,False,False,True,False,True,False,2333.3333333333335,26500.17556971606
23,25,5,19,0,1,1,1,1,False,True,False,False,False,True,False,True,False,False,True,1583.3333333333333,17982.26199373589
72,61,39,76,0,1,1,1,0,True,False,False,False,False,False,True,True,False,False,True,6333.333333333333,71929.04797494356
56,60,26,70,0,0,0,0,0,False,True,True,False,True,False,False,True,False,False,False,5833.333333333333,66250.43892429012
8,30,1,34,0,0,0,1,0,False,False,True,False,True,False,False,False,False,True,False,2833.3333333333335,32178.784620369493
3,36,7,34,0,1,0,1,0,False,True,True,False,False,True,False,False,False,False,True,2833.3333333333335,32178.784620369493
37,37,7,172,0,0,0,0,0,False,True,True,False,False,False,True,True,False,False,False,14333.333333333334,162786.7927853986
37,53,13,48,0,0,0,1,0,False,True,False,True,False,False,False,True,False,True,False,4000.0,45428.87240522752
6,30,9,45,0,0,0,0,1,True,False,True,False,True,False,False,False,False,False,False,3750.0,42589.567879900795
48,47,9,72,0,1,0,1,1,False,False,True,False,False,False,True,True,False,False,True,6000.0,68143.30860784127
43,43,3,55,0,1,1,1,0,True,False,False,False,False,False,False,False,False,False,True,4583.333333333333,52053.916297656535
21,29,7,40,0,0,1,1,0,True,False,True,False,False,False,False,False,False,False,False,3333.3333333333335,37857.39367102293
6,33,12,26,0,1,1,1,1,False,True,True,False,False,False,True,True,False,True,False,2166.6666666666665,24607.305886164904
69,51,18,96,0,0,0,1,0,True,False,True,True,False,False,False,True,False,True,False,8000.0,90857.74481045504
22,33,9,54,0,0,0,1,0,False,False,True,True,False,False,False,True,False,True,False,4500.0,51107.48145588095
28,40,1,47,0,0,0,1,0,False,False,False,False,True,False,False,False,False,True,False,3916.6666666666665,44482.437563451946
71,47,23,142,0,0,0,0,0,False,False,False,True,False,False,False,True,True,False,False,11833.333333333334,134393.7475321314
7,37,5,57,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,4750.0,53946.78598120768
63,29,10,20,0,1,1,1,0,False,False,True,False,False,False,True,True,False,False,True,1666.6666666666667,18928.696835511466
53,57,25,37,0,0,0,1,0,True,False,True,True,False,False,False,True,True,False,False,3083.3333333333335,35018.08914569622
50,52,17,36,0,1,0,1,0,True,False,False,False,False,False,False,True,False,False,True,3000.0,34071.65430392064
39,31,6,24,0,0,0,1,0,True,False,False,False,False,False,False,True,False,False,True,2000.0,22714.43620261376
16,19,0,21,0,0,0,0,0,False,True,True,False,True,False,False,False,False,False,False,1750.0,19875.13167728704
43,51,15,186,0,1,0,1,0,False,True,False,False,False,False,True,True,False,False,True,15500.0,176036.88057025665
44,31,12,30,0,0,0,0,0,False,True,True,True,False,False,False,False,False,False,False,2500.0,28393.045253267195
72,66,43,96,0,1,0,1,0,True,False,False,False,True,False,False,False,False,False,True,8000.0,90857.74481045504
61,76,39,15,1,0,0,1,0,False,True,True,True,False,False,False,True,False,True,False,1250.0,14196.522626633598
43,21,1,25,0,0,1,1,1,False,True,False,True,False,False,False,True,True,False,False,2083.3333333333335,23660.871044389336
24,39,11,49,0,0,1,0,0,False,True,True,False,False,False,True,False,False,False,False,4083.3333333333335,46375.3072470031
64,45,4,38,0,1,0,1,1,False,True,True,False,True,False,False,False,False,True,False,3166.6666666666665,35964.52398747178
64,38,0,29,0,0,0,0,0,True,False,True,False,True,False,False,True,True,False,False,2416.6666666666665,27446.610411491623
